//
///////////////////////////////////////////EXTRASUNNY_LA 
//
//               Amb            Amb_Obj                Dir             SkyTop            Sky bot            SunCore          SunCorona              SunSz              SprSz            SprBght               Shdw           LightShd            PoleShd             FarClp              FogSt      LightOnGround       LowCloudsRGB     BottomCloudRGB          WaterRGBA        PostFx1ARGB        PostFx2ARGB         CloudAlpha     IntensityLimit      WaterFogAlpha            DirMult
// Midnight
//               Amb            Amb_Obj                Dir             SkyTop            Sky bot            SunCore          SunCorona              SunSz              SprSz            SprBght               Shdw           LightShd            PoleShd             FarClp              FogSt      LightOnGround       LowCloudsRGB     BottomCloudRGB          WaterRGBA        PostFx1ARGB        PostFx2ARGB         CloudAlpha     IntensityLimit      WaterFogAlpha            DirMult
// Midnight
         128 128 128        255 255 255        255 255 255            42 42 5              0 0 0          255 255 0              5 0 0               0.95               0.95               0.95                200                100                  0            4000.00             100.00               0.95            30 20 0              3 3 3       85 85 65 192       248 61 53 30       248 64 64 64                  0                  0                  0               1.00
// 5 AM
         128 128 128        255 255 255        255 255 255        255 255 255              5 5 5          255 255 0              5 0 0               0.95               0.95               0.95                200                100                  0            4000.00             100.00               0.95            30 20 0              3 3 3       85 85 65 192       248 64 64 64       248 64 73 80                  0                  0                  0               1.00
// 6 AM
         128 128 128        255 255 255        255 255 255        255 255 255            50 5 50          255 255 0              5 0 0               0.95               0.95               0.95                200                100                  0            4000.00              50.00               0.95            30 20 0              3 3 3       85 85 65 192       248 64 16 64       248 64 64 64                  0                  0                  0               1.00
// 7 AM
         128 128 128        255 255 255        255 255 255        255 255 255          33 98 153              0 0 0              5 0 0               0.95               0.95               0.95                200                  0                  0            4000.00             100.00               0.95            30 20 0              3 3 3       85 85 65 192       248 64 64 64       248 64 64 64                  0                  0                  0               1.00
// Midday
         128 128 128        255 255 255        255 255 255        255 255 255          33 98 153              0 0 0              5 0 0               0.95               0.95               0.95                200                  0                  0            4000.00             100.00               0.95            30 20 0              3 3 3       85 85 65 192       248 44 44 44       248 33 64 64                234                  0                  0               1.00
// 7 PM
         128 128 128        255 255 255        255 255 255          63 63 163            31 8 42          255 255 0              5 0 0               0.95               0.95               0.95                200                100                  0            4000.00             100.00               0.95            30 20 0              3 3 3       85 85 65 192       248 64 64 64      248 64 146 64                  0                  0                  0               1.00
// 8 PM
         128 128 128        255 255 255        255 255 255           61 61 16              0 0 0          255 255 0              5 0 0               0.95               0.95               0.95                200                100                  0            4000.00             100.00               0.95            30 20 0              3 3 3       85 85 65 192       248 64 64 64       248 64 64 64                  0                  0                  0               1.00
// 10 PM
         128 128 128        255 255 255        255 255 255            42 42 5              0 0 0          255 255 0              5 0 0               0.95               0.95               0.95                200                100                  0            4000.00             100.00               0.95            30 20 0              3 3 3       85 85 65 192       248 64 64 64       248 64 64 40                  0                  0                  0               1.00
